13.29513533397606,15.073574551291042,16.685077309096982,13.754535598822315
13.29513533397606,14.005539110941811,15.627988802845904,16.059103059646475
13.29513533397606,11.53489230515356,11.230336903073592,15.375076622859414
13.29513533397606,10.745419844111282,16.92821227069151,28.230093870544625
13.29513533397606,10.69219236277463,12.98063514871819,12.149728982146357
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
