31.656977438317337,70.69525242980887,79.00073105484083,59.45679479720883
31.656977438317337,64.02727354168843,62.47579096417256,117.53985425122934
31.656977438317337,36.35858879280324,54.17861106990577,73.7598694753137
31.656977438317337,57.29616935080499,120.6168158767155,90.10635454615885
31.656977438317337,35.95009223277975,73.82914145491904,54.36320847788885
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
