13.29513533397606,12.580663713059476,13.390042828384306,14.512155953037531
13.29513533397606,11.60075294753925,11.565126079776274,13.927684972165821
13.29513533397606,27.67186413140963,11.91469244307439,33.72249252661728
13.29513533397606,13.726954430710517,12.784052052275104,51.268370173451174
13.29513533397606,10.807801484044147,16.172243791694548,12.359863987663848
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
