27.532024079803797,47.04659810899197,25.91739145527011,23.702247319025965
27.532024079803797,64.06657474573069,42.75268291115442,26.911275938813883
27.532024079803797,63.43292827990885,41.61399537377483,24.91746976477955
27.532024079803797,45.00020769823006,14.587845677245575,64.39171321304015
27.532024079803797,21.01979580352132,26.432507212672952,21.201651309407975
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
